$34.10	$68.20	$170.50	$341.00	$682.00	$1,364.00	$2,046.00	714285.71
$35.00	$70.00	$175.00	$350.00	$700.00	$1,400.00	$2,100.00	500000
$37.50	$75.00	$187.50	$375.00	$750.00	$1,500.00	$2,250.00	66666.67
$38.50	$77.00	$192.50	$385.00	$770.00	$1,540.00	$2,310.00	5000000
$39.00	$78.00	$195.00	$390.00	$780.00	$1,560.00	$2,340.00	3333333.33
$40.00	$80.00	$200.00	$400.00	$800.00	$1,600.00	$2,400.00	5000000
$41.00	$82.00	$205.00	$410.00	$820.00	$1,640.00	$2,460.00	5000000
$41.50	$83.00	$207.50	$415.00	$830.00	$1,660.00	$2,490.00	10000000
$42.00	$84.00	$210.00	$420.00	$840.00	$1,680.00	$2,520.00	10000000
$42.50	$85.00	$212.50	$425.00	$850.00	$1,700.00	$2,550.00	3333333.33
$45.00	$90.00	$225.00	$450.00	$900.00	$1,800.00	$2,700.00	5000000
$46.50	$93.00	$232.50	$465.00	$930.00	$1,860.00	$2,790.00	10000000
$47.50	$95.00	$237.50	$475.00	$950.00	$1,900.00	$2,850.00	10000000
$50.00	$100.00	$250.00	$500.00	$1,000.00	$2,000.00	$3,000.00	833333.33
$51.60	$103.20	$258.00	$516.00	$1,032.00	$2,064.00	$3,096.00	1428571.43
$51.75	$103.50	$258.75	$517.50	$1,035.00	$2,070.00	$3,105.00	2000000
$51.85	$103.70	$259.25	$518.50	$1,037.00	$2,074.00	$3,111.00	2000000
$52.10	$104.20	$260.50	$521.00	$1,042.00	$2,084.00	$3,126.00	1666666.67
$52.25	$104.50	$261.25	$522.50	$1,045.00	$2,090.00	$3,135.00	500000
$53.15	$106.30	$265.75	$531.50	$1,063.00	$2,126.00	$3,189.00	10000000
$53.35	$106.70	$266.75	$533.50	$1,067.00	$2,134.00	$3,201.00	1111111.11
$53.50	$107.00	$267.50	$535.00	$1,070.00	$2,140.00	$3,210.00	2500000
$53.55	$107.10	$267.75	$535.50	$1,071.00	$2,142.00	$3,213.00	10000000
$53.75	$107.50	$268.75	$537.50	$1,075.00	$2,150.00	$3,225.00	2000000
$53.85	$107.70	$269.25	$538.50	$1,077.00	$2,154.00	$3,231.00	5000000
$54.00	$108.00	$270.00	$540.00	$1,080.00	$2,160.00	$3,240.00	3333333.33
$125.00	$250.00	$625.00	$1,250.00	$2,500.00	$5,000.00	$7,500.00	5000000
$250.00	$500.00	$1,250.00	$2,500.00	$5,000.00	$10,000.00	$15,000.00	400000
$500.00	$1,000.00	$2,500.00	$5,000.00	$10,000.00	$20,000.00	$30,000.00	5000000
$2,500.00	$5,000.00	$12,500.00	$25,000.00	$50,000.00	$100,000.00	$150,000.00	10000000
