$0.05	$0.10	$0.20	$0.50	$1.00	$2.00	
$0.05	$0.10	$0.20	$0.50	$1.00	$2.00	162.6
$0.10	$0.20	$0.40	$1.00	$2.00	$4.00	221.73
$0.15	$0.30	$0.60	$1.50	$3.00	$6.00	246.31
$0.20	$0.40	$0.80	$2.00	$4.00	$8.00	16,666.67
$0.25	$0.50	$1.00	$2.50	$5.00	$10.00	246.31
$0.30	$0.60	$1.20	$3.00	$6.00	$12.00	8,333.33
$0.45	$0.90	$1.80	$4.50	$9.00	$18.00	16,666.67
$0.50	$1.00	$2.00	$5.00	$10.00	$20.00	239.52
$0.75	$1.50	$3.00	$7.50	$15.00	$30.00	546.45
$1.00	$2.00	$4.00	$10.00	$20.00	$40.00	531.91
$1.25	$2.50	$5.00	$12.50	$25.00	$50.00	3,125.00
$1.50	$3.00	$6.00	$15.00	$30.00	$60.00	704.23
$2.00	$4.00	$8.00	$20.00	$40.00	$80.00	2,000.00
$2.25	$4.50	$9.00	$22.50	$45.00	$90.00	2,500.00
$2.50	$5.00	$10.00	$25.00	$50.00	$100.00	689.66
$3.75	$7.50	$15.00	$37.50	$75.00	$150.00	1,470.59
$5.00	$10.00	$20.00	$50.00	$100.00	$200.00	945.18
$6.25	$12.50	$25.00	$62.50	$125.00	$250.00	3,571.43
$7.50	$15.00	$30.00	$75.00	$150.00	$300.00	1,865.67
$8.75	$17.50	$35.00	$87.50	$175.00	$350.00	7,692.31
$10.00	$20.00	$40.00	$100.00	$200.00	$400.00	3,344.48
$12.50	$25.00	$50.00	$125.00	$250.00	$500.00	9,900.99
$15.00	$30.00	$60.00	$150.00	$300.00	$600.00	8,333.33
$17.50	$35.00	$70.00	$175.00	$350.00	$700.00	16,666.67
$20.00	$40.00	$80.00	$200.00	$400.00	$800.00	12,658.23
$22.50	$45.00	$90.00	$225.00	$450.00	$900.00	26,315.79
$25.00	$50.00	$100.00	$250.00	$500.00	$1,000.00	20,833.33
$27.50	$55.00	$110.00	$275.00	$550.00	$1,100.00	52,631.58
$30.00	$60.00	$120.00	$300.00	$600.00	$1,200.00	52,631.58
$50.00	$100.00	$200.00	$500.00	$1,000.00	$2,000.00	1,000,000.00
$100.00	$200.00	$400.00	$1,000.00	$2,000.00	$4,000.00	5,000,000.00
