$29.20	$58.40	$146.00	$292.00	$584.00	$876.00	$1,460.00	14427.4
$29.60	$59.20	$148.00	$296.00	$592.00	$888.00	$1,480.00	16630.05
$30.00	$60.00	$150.00	$300.00	$600.00	$900.00	$1,500.00	821.16
$30.40	$60.80	$152.00	$304.00	$608.00	$912.00	$1,520.00	8855.84
$30.80	$61.60	$154.00	$308.00	$616.00	$924.00	$1,540.00	435707.4
$31.00	$62.00	$155.00	$310.00	$620.00	$930.00	$1,550.00	1126.44
$31.20	$62.40	$156.00	$312.00	$624.00	$936.00	$1,560.00	80686.56
$31.60	$63.20	$158.00	$316.00	$632.00	$948.00	$1,580.00	435707.4
$32.00	$64.00	$160.00	$320.00	$640.00	$960.00	$1,600.00	1821.52
$32.40	$64.80	$162.00	$324.00	$648.00	$972.00	$1,620.00	87141.48
$32.80	$65.60	$164.00	$328.00	$656.00	$984.00	$1,640.00	80686.56
$33.00	$66.00	$165.00	$330.00	$660.00	$990.00	$1,650.00	5287.71
$33.20	$66.40	$166.00	$332.00	$664.00	$996.00	$1,660.00	1089268.5
$33.60	$67.20	$168.00	$336.00	$672.00	$1,008.00	$1,680.00	72617.9
$34.00	$68.00	$170.00	$340.00	$680.00	$1,020.00	$1,700.00	4906.61
$34.40	$68.80	$172.00	$344.00	$688.00	$1,032.00	$1,720.00	41894.94
$35.00	$70.00	$175.00	$350.00	$700.00	$1,050.00	$1,750.00	7512.2
$36.00	$72.00	$180.00	$360.00	$720.00	$1,080.00	$1,800.00	6850.75
$36.80	$73.60	$184.00	$368.00	$736.00	$1,104.00	$1,840.00	80686.56
$37.00	$74.00	$185.00	$370.00	$740.00	$1,110.00	$1,850.00	15024.39
$38.00	$76.00	$190.00	$380.00	$760.00	$1,140.00	$1,900.00	87141.48
$38.40	$76.80	$192.00	$384.00	$768.00	$1,152.00	$1,920.00	2178537
$39.00	$78.00	$195.00	$390.00	$780.00	$1,170.00	$1,950.00	87141.48
$39.20	$78.40	$196.00	$392.00	$784.00	$1,176.00	$1,960.00	44459.94
$40.00	$80.00	$200.00	$400.00	$800.00	$1,200.00	$2,000.00	21785.37
$40.80	$81.60	$204.00	$408.00	$816.00	$1,224.00	$2,040.00	29842.97
$41.00	$82.00	$205.00	$410.00	$820.00	$1,230.00	$2,050.00	87141.48
$41.60	$83.20	$208.00	$416.00	$832.00	$1,248.00	$2,080.00	43570.74
$42.00	$84.00	$210.00	$420.00	$840.00	$1,260.00	$2,100.00	108926.85
$42.40	$84.80	$212.00	$424.00	$848.00	$1,272.00	$2,120.00	77804.89
$43.00	$86.00	$215.00	$430.00	$860.00	$1,290.00	$2,150.00	108926.85
$43.20	$86.40	$216.00	$432.00	$864.00	$1,296.00	$2,160.00	75121.97
$44.00	$88.00	$220.00	$440.00	$880.00	$1,320.00	$2,200.00	108926.85
$45.00	$90.00	$225.00	$450.00	$900.00	$1,350.00	$2,250.00	87141.48
$45.20	$90.40	$226.00	$452.00	$904.00	$1,356.00	$2,260.00	75121.97
$46.00	$92.00	$230.00	$460.00	$920.00	$1,380.00	$2,300.00	41104.47
$46.40	$92.80	$232.00	$464.00	$928.00	$1,392.00	$2,320.00	83789.88
$47.00	$94.00	$235.00	$470.00	$940.00	$1,410.00	$2,350.00	114659.84
$48.00	$96.00	$240.00	$480.00	$960.00	$1,440.00	$2,400.00	155609.79
$49.00	$98.00	$245.00	$490.00	$980.00	$1,470.00	$2,450.00	155609.79
$49.60	$99.20	$248.00	$496.00	$992.00	$1,488.00	$2,480.00	198048.82
$50.00	$100.00	$250.00	$500.00	$1,000.00	$1,500.00	$2,500.00	87141.48
$51.00	$102.00	$255.00	$510.00	$1,020.00	$1,530.00	$2,550.00	272317.13
$52.00	$104.00	$260.00	$520.00	$1,040.00	$1,560.00	$2,600.00	544634.25
$53.00	$106.00	$265.00	$530.00	$1,060.00	$1,590.00	$2,650.00	2178537
$53.20	$106.40	$266.00	$532.00	$1,064.00	$1,596.00	$2,660.00	136158.56
$54.00	$108.00	$270.00	$540.00	$1,080.00	$1,620.00	$2,700.00	2178537
$54.40	$108.80	$272.00	$544.00	$1,088.00	$1,632.00	$2,720.00	167579.77
$55.00	$110.00	$275.00	$550.00	$1,100.00	$1,650.00	$2,750.00	2178537
$56.00	$112.00	$280.00	$560.00	$1,120.00	$1,680.00	$2,800.00	2178537
$56.80	$113.60	$284.00	$568.00	$1,136.00	$1,704.00	$2,840.00	167579.77
$57.00	$114.00	$285.00	$570.00	$1,140.00	$1,710.00	$2,850.00	2178537
$64.00	$128.00	$320.00	$640.00	$1,280.00	$1,920.00	$3,200.00	1089268.5
$64.40	$128.80	$322.00	$644.00	$1,288.00	$1,932.00	$3,220.00	217853.7
$64.80	$129.60	$324.00	$648.00	$1,296.00	$1,944.00	$3,240.00	167579.77
$65.20	$130.40	$326.00	$652.00	$1,304.00	$1,956.00	$3,260.00	1089268.5
$67.20	$134.40	$336.00	$672.00	$1,344.00	$2,016.00	$3,360.00	435707.4
$68.40	$136.80	$342.00	$684.00	$1,368.00	$2,052.00	$3,420.00	272317.13
$72.00	$144.00	$360.00	$720.00	$1,440.00	$2,160.00	$3,600.00	2178537
$73.20	$146.40	$366.00	$732.00	$1,464.00	$2,196.00	$3,660.00	1089268.5
$76.40	$152.80	$382.00	$764.00	$1,528.00	$2,292.00	$3,820.00	272317.13
$76.80	$153.60	$384.00	$768.00	$1,536.00	$2,304.00	$3,840.00	2178537
$79.60	$159.20	$398.00	$796.00	$1,592.00	$2,388.00	$3,980.00	2178537
$80.00	$160.00	$400.00	$800.00	$1,600.00	$2,400.00	$4,000.00	311219.57
$88.00	$176.00	$440.00	$880.00	$1,760.00	$2,640.00	$4,400.00	435707.4
$100.00	$200.00	$500.00	$1,000.00	$2,000.00	$3,000.00	$5,000.00	2178537
$250.00	$500.00	$1,250.00	$2,500.00	$5,000.00	$7,500.00	$12,500.00	2178537
$518.40	$1,036.80	$2,592.00	$5,184.00	$10,368.00	$15,552.00	$25,920.00	2178537
$1,000.00	$2,000.00	$5,000.00	$10,000.00	$20,000.00	$30,000.00	$50,000.00	2178537
